63
# x y z 
0.0	0.0	70.2083781
19	64	34	49	0.03	996.6014
1	49	17	33	0.03	942.608
2	50	18	34	0.03	878.174
3	51	19	35	0.03	818.8843
4	52	20	36	0.03	762.7643
5	53	21	37	0.03	765.2968
6	54	22	38	0.03	755.5908
7	55	23	39	0.03	771.9083
8	56	24	40	0.03	793.3102
9	57	25	41	0.03	800.0076
10	58	26	42	0.03	797.7696
11	59	27	43	0.03	840.6386
12	60	28	44	0.03	852.8273
13	61	29	45	0.03	883.4019
14	62	30	46	0.03	920.3282
15	63	31	47	0.03	947.1714
16	64	32	48	0.03	954.3718
1	52	18	35	0.03	879.2313
2	53	19	36	0.03	817.8248
3	54	20	37	0.03	776.4293
4	55	21	38	0.03	757.7845
5	56	22	39	0.03	768.7979
6	57	23	40	0.03	747.6976
7	58	24	41	0.03	746.2621
8	59	25	42	0.03	809.5792
9	60	26	43	0.03	816.04
10	61	27	44	0.03	841.5015
11	62	28	45	0.03	875.4521
12	63	29	46	0.03	901.2271
13	64	30	47	0.03	917.7484
1	55	19	37	0.03	900.0
2	56	20	38	0.03	900.0
3	57	21	39	0.03	900.0
4	58	22	40	0.03	900.0
5	59	23	41	0.03	900.0
6	60	24	42	0.03	900.0
7	61	25	43	0.03	900.0
8	62	26	44	0.03	900.0
9	63	27	45	0.03	900.0
10	64	28	46	0.03	900.0
1	58	20	39	0.03	900.0
2	59	21	40	0.03	900.0
3	60	22	41	0.03	900.0
4	61	23	42	0.03	900.0
5	62	24	43	0.03	900.0
6	63	25	44	0.03	900.0
7	64	26	45	0.03	900.0
1	61	21	41	0.03	900.0
2	62	22	42	0.03	900.0
3	63	23	43	0.03	900.0
4	64	24	44	0.03	900.0
0
